ID,Product Name,Description,Price,Supplier Name,Supplier Contact,Category Name,Category Description,Image,Amount
568,Generic Item,Standard quality product with good value for money.,2.47,HCL Technologies,support@hcltechnologies.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/568/400/300,654.55
569,Basic Product,Standard quality product with good value for money.,7.99,Wipro Limited,support@wiprolimited.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/569/400/300,455.43
569,Basic Product,Standard quality product with good value for money.,7.99,Asian Paints,support@asianpaints.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/569/400/300,455.43
570,Premium Coffee Beans,100% natural ingredients. No artificial preservatives.,7.90,Tata Enterprises,support@tataenterprises.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/570/400/300,2614.90
570,Premium Coffee Beans,100% natural ingredients. No artificial preservatives.,7.90,HCL Technologies,support@hcltechnologies.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/570/400/300,2614.90
570,Premium Coffee Beans,100% natural ingredients. No artificial preservatives.,7.90,ITC Limited,support@itclimited.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/570/400/300,2614.90
571,Basic Product,Standard quality product with good value for money.,5.09,ITC Limited,support@itclimited.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/571/400/300,4723.52
572,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,2.09,Asian Paints,support@asianpaints.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/572/400/300,629.09
573,Basic Product,Standard quality product with good value for money.,6.87,Wipro Limited,support@wiprolimited.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/573/400/300,5550.96
574,iPhone 14,High-quality device with premium features. Includes warranty and after-sales support.,1299.06,Birla Corporation,support@birlacorporation.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/574/400/300,1261387.26
575,Basic Product,Standard quality product with good value for money.,5.97,Reliance Industries,support@relianceindustries.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/575/400/300,1026.84
575,Basic Product,Standard quality product with good value for money.,5.97,HCL Technologies,support@hcltechnologies.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/575/400/300,1026.84
576,The Silent Patient,Bestseller with excellent reader reviews. Available in paperback and hardcover.,4.50,ITC Limited,support@itclimited.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/576/400/300,76.50
576,The Silent Patient,Bestseller with excellent reader reviews. Available in paperback and hardcover.,4.50,Dabur India,support@daburindia.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/576/400/300,76.50
577,Organic Honey,100% natural ingredients. No artificial preservatives.,1.70,Infosys Solutions,support@infosyssolutions.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/577/400/300,494.70
578,Generic Item,Standard quality product with good value for money.,2.01,Mahindra Supplies,support@mahindrasupplies.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/578/400/300,884.40
579,Generic Item,Standard quality product with good value for money.,8.85,Infosys Solutions,support@infosyssolutions.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/579/400/300,681.45
579,Generic Item,Standard quality product with good value for money.,8.85,HCL Technologies,support@hcltechnologies.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/579/400/300,681.45
579,Generic Item,Standard quality product with good value for money.,8.85,Hindustan Unilever,support@hindustanunilever.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/579/400/300,681.45
580,Generic Item,Standard quality product with good value for money.,6.15,Hindustan Unilever,support@hindustanunilever.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/580/400/300,1814.25
581,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,804.48,Godrej Industries,support@godrejindustries.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/581/400/300,107800.32
581,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,804.48,Dabur India,support@daburindia.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/581/400/300,107800.32
581,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,804.48,Asian Paints,support@asianpaints.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/581/400/300,107800.32
582,Basic Product,Standard quality product with good value for money.,7.55,Dabur India,support@daburindia.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/582/400/300,3767.45
582,Basic Product,Standard quality product with good value for money.,7.55,Patanjali Ayurved,support@patanjaliayurved.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/582/400/300,3767.45
583,Generic Item,Standard quality product with good value for money.,5.27,Wipro Limited,support@wiprolimited.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/583/400/300,1343.85
584,Generic Item,Standard quality product with good value for money.,3.20,Reliance Industries,support@relianceindustries.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/584/400/300,3011.20
585,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,12.19,Godrej Industries,support@godrejindustries.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/585/400/300,12068.10
586,The Silent Patient,Bestseller with excellent reader reviews. Available in paperback and hardcover.,9.11,Godrej Industries,support@godrejindustries.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/586/400/300,1002.10
586,The Silent Patient,Bestseller with excellent reader reviews. Available in paperback and hardcover.,9.11,Patanjali Ayurved,support@patanjaliayurved.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/586/400/300,1002.10
586,The Silent Patient,Bestseller with excellent reader reviews. Available in paperback and hardcover.,9.11,Bharti Airtel,support@bhartiairtel.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/586/400/300,1002.10
587,Basic Product,Standard quality product with good value for money.,4.42,Patanjali Ayurved,support@patanjaliayurved.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/587/400/300,1034.28
588,Basic Product,Standard quality product with good value for money.,2.54,Tata Enterprises,support@tataenterprises.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/588/400/300,1206.50
588,Basic Product,Standard quality product with good value for money.,2.54,Birla Corporation,support@birlacorporation.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/588/400/300,1206.50
588,Basic Product,Standard quality product with good value for money.,2.54,Bajaj Electronics,support@bajajelectronics.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/588/400/300,1206.50
589,Generic Item,Standard quality product with good value for money.,7.83,Wipro Limited,support@wiprolimited.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/589/400/300,5473.17
589,Generic Item,Standard quality product with good value for money.,7.83,HCL Technologies,support@hcltechnologies.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/589/400/300,5473.17
589,Generic Item,Standard quality product with good value for money.,7.83,Bharti Airtel,support@bhartiairtel.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/589/400/300,5473.17
590,Generic Item,Standard quality product with good value for money.,2.92,Wipro Limited,support@wiprolimited.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/590/400/300,1909.68
590,Generic Item,Standard quality product with good value for money.,2.92,Dabur India,support@daburindia.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/590/400/300,1909.68
591,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,957.70,Infosys Solutions,support@infosyssolutions.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/591/400/300,518115.70
591,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,957.70,Wipro Limited,support@wiprolimited.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/591/400/300,518115.70
591,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,957.70,Hindustan Unilever,support@hindustanunilever.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/591/400/300,518115.70
592,Dried Fruits,100% natural ingredients. No artificial preservatives.,5.42,Infosys Solutions,support@infosyssolutions.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/592/400/300,292.68
592,Dried Fruits,100% natural ingredients. No artificial preservatives.,5.42,Wipro Limited,support@wiprolimited.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/592/400/300,292.68
593,Basic Product,Standard quality product with good value for money.,5.94,Reliance Industries,support@relianceindustries.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/593/400/300,2916.54
593,Basic Product,Standard quality product with good value for money.,5.94,Asian Paints,support@asianpaints.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/593/400/300,2916.54
594,Generic Item,Standard quality product with good value for money.,2.82,Patanjali Ayurved,support@patanjaliayurved.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/594/400/300,2148.84
595,Basic Product,Standard quality product with good value for money.,1.75,Reliance Industries,support@relianceindustries.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/595/400/300,955.50
595,Basic Product,Standard quality product with good value for money.,1.75,ITC Limited,support@itclimited.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/595/400/300,955.50
595,Basic Product,Standard quality product with good value for money.,1.75,Patanjali Ayurved,support@patanjaliayurved.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/595/400/300,955.50
596,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,1368.91,Tata Enterprises,support@tataenterprises.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/596/400/300,503758.88
596,iPad Air,High-quality device with premium features. Includes warranty and after-sales support.,1368.91,Asian Paints,support@asianpaints.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/596/400/300,503758.88
597,Generic Item,Standard quality product with good value for money.,6.68,Reliance Industries,support@relianceindustries.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/597/400/300,40.08
597,Generic Item,Standard quality product with good value for money.,6.68,Mahindra Supplies,support@mahindrasupplies.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/597/400/300,40.08
597,Generic Item,Standard quality product with good value for money.,6.68,ITC Limited,support@itclimited.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/597/400/300,40.08
598,Cotton T-Shirt,Comfortable fit with premium fabric quality. Machine washable.,20.43,Tata Enterprises,support@tataenterprises.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/598/400/300,9254.79
598,Cotton T-Shirt,Comfortable fit with premium fabric quality. Machine washable.,20.43,Mahindra Supplies,support@mahindrasupplies.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/598/400/300,9254.79
599,Generic Item,Standard quality product with good value for money.,1.42,Infosys Solutions,support@infosyssolutions.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/599/400/300,462.92
599,Generic Item,Standard quality product with good value for money.,1.42,Bajaj Electronics,support@bajajelectronics.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/599/400/300,462.92
599,Generic Item,Standard quality product with good value for money.,1.42,Dabur India,support@daburindia.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/599/400/300,462.92
600,Basic Product,Standard quality product with good value for money.,2.90,Bajaj Electronics,support@bajajelectronics.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/600/400/300,1455.80
600,Basic Product,Standard quality product with good value for money.,2.90,Hindustan Unilever,support@hindustanunilever.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/600/400/300,1455.80
600,Basic Product,Standard quality product with good value for money.,2.90,Bharti Airtel,support@bhartiairtel.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/600/400/300,1455.80
601,Basic Product,Standard quality product with good value for money.,7.32,Reliance Industries,support@relianceindustries.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/601/400/300,439.20
601,Basic Product,Standard quality product with good value for money.,7.32,Mahindra Supplies,support@mahindrasupplies.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/601/400/300,439.20
601,Basic Product,Standard quality product with good value for money.,7.32,HCL Technologies,support@hcltechnologies.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/601/400/300,439.20
602,Samsung Galaxy S23,High-quality device with premium features. Includes warranty and after-sales support.,651.41,Hindustan Unilever,support@hindustanunilever.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/602/400/300,71003.69
602,Samsung Galaxy S23,High-quality device with premium features. Includes warranty and after-sales support.,651.41,Asian Paints,support@asianpaints.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/602/400/300,71003.69
603,Generic Item,Standard quality product with good value for money.,9.98,Tata Enterprises,support@tataenterprises.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/603/400/300,4431.12
603,Generic Item,Standard quality product with good value for money.,9.98,Infosys Solutions,support@infosyssolutions.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/603/400/300,4431.12
603,Generic Item,Standard quality product with good value for money.,9.98,Hindustan Unilever,support@hindustanunilever.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/603/400/300,4431.12
604,Formal Shirt,Comfortable fit with premium fabric quality. Machine washable.,27.42,Reliance Industries,support@relianceindustries.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/604/400/300,9432.48
604,Formal Shirt,Comfortable fit with premium fabric quality. Machine washable.,27.42,HCL Technologies,support@hcltechnologies.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/604/400/300,9432.48
604,Formal Shirt,Comfortable fit with premium fabric quality. Machine washable.,27.42,Dabur India,support@daburindia.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/604/400/300,9432.48
605,Generic Item,Standard quality product with good value for money.,7.03,Dabur India,support@daburindia.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/605/400/300,4457.02
605,Generic Item,Standard quality product with good value for money.,7.03,Bharti Airtel,support@bhartiairtel.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/605/400/300,4457.02
606,Generic Item,Standard quality product with good value for money.,1.29,HCL Technologies,support@hcltechnologies.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/606/400/300,1088.76
606,Generic Item,Standard quality product with good value for money.,1.29,Godrej Industries,support@godrejindustries.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/606/400/300,1088.76
607,Basic Product,Standard quality product with good value for money.,6.80,Hindustan Unilever,support@hindustanunilever.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/607/400/300,5752.80
608,Generic Item,Standard quality product with good value for money.,9.33,Tata Enterprises,support@tataenterprises.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/608/400/300,6409.71
609,Generic Item,Standard quality product with good value for money.,9.39,Tata Enterprises,support@tataenterprises.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/609/400/300,1924.95
610,Basic Product,Standard quality product with good value for money.,3.49,Bajaj Electronics,support@bajajelectronics.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/610/400/300,1455.33
610,Basic Product,Standard quality product with good value for money.,3.49,Godrej Industries,support@godrejindustries.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/610/400/300,1455.33
610,Basic Product,Standard quality product with good value for money.,3.49,Bharti Airtel,support@bhartiairtel.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/610/400/300,1455.33
611,Dried Fruits,100% natural ingredients. No artificial preservatives.,6.25,Reliance Industries,support@relianceindustries.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/611/400/300,5075.00
611,Dried Fruits,100% natural ingredients. No artificial preservatives.,6.25,Tata Enterprises,support@tataenterprises.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/611/400/300,5075.00
611,Dried Fruits,100% natural ingredients. No artificial preservatives.,6.25,Wipro Limited,support@wiprolimited.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/611/400/300,5075.00
612,Basic Product,Standard quality product with good value for money.,7.06,HCL Technologies,support@hcltechnologies.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/612/400/300,3883.00
612,Basic Product,Standard quality product with good value for money.,7.06,Patanjali Ayurved,support@patanjaliayurved.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/612/400/300,3883.00
612,Basic Product,Standard quality product with good value for money.,7.06,Bharti Airtel,support@bhartiairtel.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/612/400/300,3883.00
613,Atomic Habits,Bestseller with excellent reader reviews. Available in paperback and hardcover.,3.76,Wipro Limited,support@wiprolimited.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/613/400/300,571.52
613,Atomic Habits,Bestseller with excellent reader reviews. Available in paperback and hardcover.,3.76,Dabur India,support@daburindia.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/613/400/300,571.52
613,Atomic Habits,Bestseller with excellent reader reviews. Available in paperback and hardcover.,3.76,Asian Paints,support@asianpaints.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/613/400/300,571.52
614,Generic Item,Standard quality product with good value for money.,5.95,Tata Enterprises,support@tataenterprises.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/614/400/300,3028.55
615,Generic Item,Standard quality product with good value for money.,9.53,Mahindra Supplies,support@mahindrasupplies.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/615/400/300,7261.86
615,Generic Item,Standard quality product with good value for money.,9.53,Bajaj Electronics,support@bajajelectronics.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/615/400/300,7261.86
616,Generic Item,Standard quality product with good value for money.,8.78,Tata Enterprises,support@tataenterprises.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/616/400/300,798.98
616,Generic Item,Standard quality product with good value for money.,8.78,Mahindra Supplies,support@mahindrasupplies.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/616/400/300,798.98
617,Basic Product,Standard quality product with good value for money.,7.04,Tata Enterprises,support@tataenterprises.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/617/400/300,2527.36
617,Basic Product,Standard quality product with good value for money.,7.04,Mahindra Supplies,support@mahindrasupplies.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/617/400/300,2527.36
618,Basic Product,Standard quality product with good value for money.,3.44,ITC Limited,support@itclimited.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/618/400/300,1004.48
619,Generic Item,Standard quality product with good value for money.,3.54,Bajaj Electronics,support@bajajelectronics.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/619/400/300,580.56
620,Basic Product,Standard quality product with good value for money.,5.57,Mahindra Supplies,support@mahindrasupplies.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/620/400/300,4606.39
620,Basic Product,Standard quality product with good value for money.,5.57,Asian Paints,support@asianpaints.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/620/400/300,4606.39
620,Basic Product,Standard quality product with good value for money.,5.57,Bharti Airtel,support@bhartiairtel.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/620/400/300,4606.39
621,Basic Product,Standard quality product with good value for money.,1.43,Infosys Solutions,support@infosyssolutions.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/621/400/300,1430.00
621,Basic Product,Standard quality product with good value for money.,1.43,Patanjali Ayurved,support@patanjaliayurved.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/621/400/300,1430.00
621,Basic Product,Standard quality product with good value for money.,1.43,Asian Paints,support@asianpaints.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/621/400/300,1430.00
622,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,9.64,Tata Enterprises,support@tataenterprises.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/622/400/300,125.32
622,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,9.64,Birla Corporation,support@birlacorporation.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/622/400/300,125.32
622,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,9.64,Asian Paints,support@asianpaints.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/622/400/300,125.32
623,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,4.22,Wipro Limited,support@wiprolimited.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/623/400/300,2245.04
623,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,4.22,HCL Technologies,support@hcltechnologies.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/623/400/300,2245.04
623,Think and Grow Rich,Bestseller with excellent reader reviews. Available in paperback and hardcover.,4.22,Godrej Industries,support@godrejindustries.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/623/400/300,2245.04
624,Generic Item,Standard quality product with good value for money.,4.24,Tata Enterprises,support@tataenterprises.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/624/400/300,2238.72
624,Generic Item,Standard quality product with good value for money.,4.24,Birla Corporation,support@birlacorporation.in,Automotive,Quality Automotive from trusted brands,https://picsum.photos/seed/624/400/300,2238.72
625,Basic Product,Standard quality product with good value for money.,1.79,Infosys Solutions,support@infosyssolutions.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/625/400/300,918.27
626,Basic Product,Standard quality product with good value for money.,8.53,Mahindra Supplies,support@mahindrasupplies.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/626/400/300,5118.00
626,Basic Product,Standard quality product with good value for money.,8.53,HCL Technologies,support@hcltechnologies.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/626/400/300,5118.00
626,Basic Product,Standard quality product with good value for money.,8.53,Patanjali Ayurved,support@patanjaliayurved.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/626/400/300,5118.00
627,Premium Coffee Beans,100% natural ingredients. No artificial preservatives.,9.21,HCL Technologies,support@hcltechnologies.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/627/400/300,8915.28
627,Premium Coffee Beans,100% natural ingredients. No artificial preservatives.,9.21,ITC Limited,support@itclimited.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/627/400/300,8915.28
627,Premium Coffee Beans,100% natural ingredients. No artificial preservatives.,9.21,Hindustan Unilever,support@hindustanunilever.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/627/400/300,8915.28
628,Generic Item,Standard quality product with good value for money.,4.77,Tata Enterprises,support@tataenterprises.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/628/400/300,1244.97
628,Generic Item,Standard quality product with good value for money.,4.77,Wipro Limited,support@wiprolimited.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/628/400/300,1244.97
629,Basic Product,Standard quality product with good value for money.,8.57,Tata Enterprises,support@tataenterprises.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/629/400/300,6316.09
630,Generic Item,Standard quality product with good value for money.,8.91,Dabur India,support@daburindia.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/630/400/300,4258.98
631,Atomic Habits,Bestseller with excellent reader reviews. Available in paperback and hardcover.,7.47,Reliance Industries,support@relianceindustries.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/631/400/300,515.43
631,Atomic Habits,Bestseller with excellent reader reviews. Available in paperback and hardcover.,7.47,Bharti Airtel,support@bhartiairtel.in,Books,Quality Books from trusted brands,https://picsum.photos/seed/631/400/300,515.43
632,Generic Item,Standard quality product with good value for money.,2.38,Dabur India,support@daburindia.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/632/400/300,342.72
633,Winter Jacket,Comfortable fit with premium fabric quality. Machine washable.,26.53,Bharti Airtel,support@bhartiairtel.in,Clothing,Quality Clothing from trusted brands,https://picsum.photos/seed/633/400/300,21038.29
634,Basic Product,Standard quality product with good value for money.,7.19,ITC Limited,support@itclimited.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/634/400/300,2574.02
635,Generic Item,Standard quality product with good value for money.,5.18,Asian Paints,support@asianpaints.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/635/400/300,3164.98
636,Premium Coffee Beans,100% natural ingredients. No artificial preservatives.,6.42,Infosys Solutions,support@infosyssolutions.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/636/400/300,2799.12
636,Premium Coffee Beans,100% natural ingredients. No artificial preservatives.,6.42,HCL Technologies,support@hcltechnologies.in,Food,Quality Food from trusted brands,https://picsum.photos/seed/636/400/300,2799.12
637,Generic Item,Standard quality product with good value for money.,5.84,Mahindra Supplies,support@mahindrasupplies.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/637/400/300,3574.08
638,MacBook Pro,High-quality device with premium features. Includes warranty and after-sales support.,1036.81,Patanjali Ayurved,support@patanjaliayurved.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/638/400/300,964233.30
638,MacBook Pro,High-quality device with premium features. Includes warranty and after-sales support.,1036.81,Asian Paints,support@asianpaints.in,Electronics,Quality Electronics from trusted brands,https://picsum.photos/seed/638/400/300,964233.30
639,Basic Product,Standard quality product with good value for money.,7.98,Infosys Solutions,support@infosyssolutions.in,Toys & Games,Quality Toys & Games from trusted brands,https://picsum.photos/seed/639/400/300,5171.04
640,Generic Item,Standard quality product with good value for money.,1.30,ITC Limited,support@itclimited.in,Sports & Fitness,Quality Sports & Fitness from trusted brands,https://picsum.photos/seed/640/400/300,442.00
641,Basic Product,Standard quality product with good value for money.,4.51,Mahindra Supplies,support@mahindrasupplies.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/641/400/300,3296.81
642,Basic Product,Standard quality product with good value for money.,5.68,Reliance Industries,support@relianceindustries.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/642/400/300,5645.92
642,Basic Product,Standard quality product with good value for money.,5.68,Patanjali Ayurved,support@patanjaliayurved.in,Health & Wellness,Quality Health & Wellness from trusted brands,https://picsum.photos/seed/642/400/300,5645.92
643,Basic Product,Standard quality product with good value for money.,3.26,Birla Corporation,support@birlacorporation.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/643/400/300,1991.86
643,Basic Product,Standard quality product with good value for money.,3.26,Bajaj Electronics,support@bajajelectronics.in,Home & Kitchen,Quality Home & Kitchen from trusted brands,https://picsum.photos/seed/643/400/300,1991.86
644,Basic Product,Standard quality product with good value for money.,6.84,Mahindra Supplies,support@mahindrasupplies.in,Beauty & Personal Care,Quality Beauty & Personal Care from trusted brands,https://picsum.photos/seed/644/400/300,5499.36
